text,label
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Setelah semua kebenaran...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen.,0
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Bagawan Wilawuk datang...",1
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Dataset ini akan digunakan untuk percobaan NLP sederhana. Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen.,0
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan...",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Prabu Kresna hadir sebagai penengah, memastikan agar...",1
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Di Kerajaan Hastina, Prabu Duryudana...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya...",1
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati,...",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati,...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni,...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta.",1
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk...",1
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana.",1
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua...,1
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan...",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Di...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Bagawan Wilawuk datang...",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan...",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para...",1
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana.",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah...",1
Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas. Banyak orang menyukai cerita fiksi karena mengandung nilai moral.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya,...",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara,...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Dataset ini akan digunakan untuk percobaan NLP sederhana. Banyak orang menyukai cerita fiksi karena mengandung nilai moral.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu...",1
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat...",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti....",1
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran...",1
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa...",1
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan...",1
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni,...",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden...",1
Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen.,0
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana,...",1
Hari ini cuaca sangat cerah dan langit berwarna biru. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang...",1
